date,currency,exchange_rate_to_inr
2025-11-21,EUR,93.8781
2025-11-21,GBP,109.3146
2025-11-22,INR,1.0
2025-11-22,USD,83.4828
2025-11-22,EUR,90.8975
2025-11-22,GBP,106.5002
2025-11-23,INR,1.0
2025-11-23,USD,82.8851
2025-11-23,EUR,89.0215
2025-11-23,GBP,104.0862
2025-11-24,INR,1.0
2025-11-24,USD,85.739
2025-11-24,EUR,92.054
2025-11-24,GBP,105.3406
2025-11-25,INR,1.0
2025-11-25,USD,82.6096
2025-11-25,EUR,90.3091
2025-11-25,GBP,105.0387
2025-11-26,INR,1.0
2025-11-26,USD,85.3335
2025-11-26,EUR,91.4951
2025-11-26,GBP,107.2369
2025-11-27,INR,1.0
2025-11-27,USD,84.7394
2025-11-27,EUR,89.8013
2025-11-27,GBP,108.5727
2025-11-28,INR,1.0
2025-11-28,USD,85.866
2025-11-28,EUR,92.4919
2025-11-28,GBP,105.9248
2025-11-29,INR,1.0
2025-11-29,USD,82.6729
2025-11-29,EUR,93.5648
2025-11-29,GBP,103.3541
2025-11-30,INR,1.0
2025-11-30,USD,84.8813
2025-11-30,EUR,91.4182
2025-11-30,GBP,109.3352
2025-12-01,INR,1.0
2025-12-01,USD,84.1685
2025-12-01,EUR,92.4927
2025-12-01,GBP,102.4699
2025-12-02,INR,1.0
2025-12-02,USD,82.1353
2025-12-02,EUR,93.9269
2025-12-02,GBP,109.5615
2025-12-03,INR,1.0
2025-12-03,USD,84.6729
2025-12-03,EUR,93.3504
2025-12-03,GBP,105.2991
2025-12-04,INR,1.0
2025-12-04,USD,85.3702
2025-12-04,EUR,89.62
2025-12-04,GBP,107.6574
2025-12-05,INR,1.0
2025-12-05,USD,82.0366
2025-12-05,EUR,91.5401
2025-12-05,GBP,104.9856
2025-12-06,INR,1.0
2025-12-06,USD,84.4713
2025-12-06,EUR,92.6673
2025-12-06,GBP,106.9322
2025-12-07,INR,1.0
2025-12-07,USD,83.9328
2025-12-07,EUR,91.415
2025-12-07,GBP,102.0529
2025-12-08,INR,1.0
2025-12-08,USD,84.2066
2025-12-08,EUR,88.083
2025-12-08,GBP,106.2353
2025-12-09,INR,1.0
2025-12-09,USD,83.099
2025-12-09,EUR,94.8424
2025-12-09,GBP,102.1371
2025-12-10,INR,1.0
2025-12-10,USD,85.2526
2025-12-10,EUR,92.7182
2025-12-10,GBP,108.4493
2025-12-11,INR,1.0
2025-12-11,USD,85.6391
2025-12-11,EUR,88.7491
2025-12-11,GBP,102.7705
2025-12-12,INR,1.0
2025-12-12,USD,82.5956
2025-12-12,EUR,89.3435
2025-12-12,GBP,106.2116
2025-12-13,INR,1.0
2025-12-13,USD,85.2609
2025-12-13,EUR,89.8713
2025-12-13,GBP,105.1752
2025-12-14,INR,1.0
2025-12-14,USD,83.4922
2025-12-14,EUR,90.8422
2025-12-14,GBP,106.52
2025-12-15,INR,1.0
2025-12-15,USD,85.9609
2025-12-15,EUR,89.581
2025-12-15,GBP,107.4723
2025-12-16,INR,1.0
2025-12-16,USD,85.3915
2025-12-16,EUR,92.5762
2025-12-16,GBP,108.8658
2025-12-17,INR,1.0
2025-12-17,USD,85.0383
2025-12-17,EUR,88.6545
2025-12-17,GBP,105.0341
2025-12-18,INR,1.0
2025-12-18,USD,84.2108
2025-12-18,EUR,88.3928
2025-12-18,GBP,102.0756
2025-12-19,INR,1.0
2025-12-19,USD,82.6855
2025-12-19,EUR,91.499
2025-12-19,GBP,105.4713
2025-12-20,INR,1.0
2025-12-20,USD,85.1375
2025-12-20,EUR,91.961
2025-12-20,GBP,108.8637
2025-12-21,INR,1.0
2025-12-21,USD,82.3814
2025-12-21,EUR,91.6971
2025-12-21,GBP,102.3404
2025-12-22,INR,1.0
2025-12-22,USD,82.8457
2025-12-22,EUR,94.0768
2025-12-22,GBP,109.1004
2025-12-23,INR,1.0
2025-12-23,USD,83.902
2025-12-23,EUR,88.3259
2025-12-23,GBP,102.5948
2025-12-24,INR,1.0
2025-12-24,USD,85.7023
2025-12-24,EUR,94.2952
2025-12-24,GBP,106.5081
2025-12-25,INR,1.0
2025-12-25,USD,82.1316
2025-12-25,EUR,94.5014
2025-12-25,GBP,104.5159
2025-12-26,INR,1.0
2025-12-26,USD,85.8459
2025-12-26,EUR,92.1093
2025-12-26,GBP,108.018
2025-12-27,INR,1.0
2025-12-27,USD,84.8508
2025-12-27,EUR,90.7881
2025-12-27,GBP,102.6155
2025-12-28,INR,1.0
2025-12-28,USD,82.6498
2025-12-28,EUR,89.6833
2025-12-28,GBP,108.6772
2025-12-29,INR,1.0
2025-12-29,USD,83.5566
2025-12-29,EUR,94.2757
2025-12-29,GBP,104.6538
2025-12-30,INR,1.0
2025-12-30,USD,85.0224
2025-12-30,EUR,88.9797
2025-12-30,GBP,109.9078
2025-12-31,INR,1.0
2025-12-31,USD,84.8967
2025-12-31,EUR,91.5055
2025-12-31,GBP,109.7946
