transaction_id,reference_number,account_id,transaction_timestamp,transaction_type,transaction_category,merchant_id,amount,currency,channel,balance_after_transaction,status,remarks
TXN000044954,524482801C584D9F,ACC000562,2024-11-24 14:49:00,Credit,Debit Card,MER0057,14151.75,INR,Debit Card,53769.55,SUCCESS,POS Purchase
TXN000044955,05DCC8F1D8C64FFC,ACC000232,2024-11-24 14:58:00,Debit,NEFT,,648.02,INR,NEFT,17450.77,SUCCESS,NEFT Transfer
TXN000044956,86295AC9C4E34667,ACC000080,2024-11-24 15:07:00,Debit,Mobile Banking,,15209.02,INR,Mobile Banking,336221.11,SUCCESS,Online Banking
TXN000044957,B80551D96C854514,ACC000134,2024-11-24 15:12:00,Credit,Cash,,8924.7,INR,Cash,15530.24,SUCCESS,Cash Deposit
TXN000044958,2D304EFB3A3E4314,ACC000165,2024-11-24 15:33:00,Debit,Mobile Banking,,9321.96,INR,Mobile Banking,68019.02,SUCCESS,Online Banking
TXN000044959,3CA7A5FB7CD7438B,ACC000550,2024-11-24 15:45:00,Debit,Credit Card,MER0052,12561.11,INR,Credit Card,425523.93,SUCCESS,Card Payment
TXN000044960,3B32AA39E62042ED,ACC000579,2024-11-24 15:45:00,Debit,Credit Card,MER0046,13177.15,INR,Credit Card,198838.76,PENDING,Card Payment
TXN000044961,1DA619C907EC40B7,ACC000140,2024-11-24 15:46:00,Debit,Credit Card,MER0074,1784.12,USD,Credit Card,270785.16,SUCCESS,Card Payment
TXN000044962,4641585C435543CF,ACC000450,2024-11-24 15:46:00,Debit,NEFT,,19262.83,INR,NEFT,334108.32,SUCCESS,NEFT Transfer
TXN000044963,304FBA91F0084288,ACC000539,2024-11-24 15:46:00,Debit,Cash,,14816.0,INR,Cash,16588.64,SUCCESS,Cash Deposit
TXN000044964,37D8C4A88A0B45AC,ACC000490,2024-11-24 15:56:00,Debit,Debit Card,MER0065,17186.98,INR,Debit Card,30217.73,SUCCESS,POS Purchase
TXN000044965,30F292DB0DA64A33,ACC000595,2024-11-24 16:04:00,Debit,Cash,,16767.69,INR,Cash,170021.64,SUCCESS,Cash Deposit
TXN000044966,754E07DCC1A448FD,ACC000068,2024-11-24 16:28:00,Debit,Cash,,12706.05,INR,Cash,424224.33,SUCCESS,Cash Deposit
TXN000044967,B259D0610E914849,ACC000478,2024-11-24 16:31:00,Debit,Cash,,7921.24,INR,Cash,283169.78,SUCCESS,Cash Deposit
TXN000044968,8937F57B7DAB40BD,ACC000501,2024-11-24 16:54:00,Debit,Credit Card,MER0046,3786.42,INR,Credit Card,54062.25,SUCCESS,Card Payment
TXN000044969,DB821DDF9A8141E0,ACC000409,2024-11-24 17:02:00,Debit,Cash,,13981.77,INR,Cash,46928.92,SUCCESS,Cash Deposit
TXN000044970,87DA9D32652A4656,ACC000369,2024-11-24 17:09:00,Debit,Debit Card,MER0052,17481.83,INR,Debit Card,420626.3,SUCCESS,POS Purchase
TXN000044971,1B6595D44BC14A29,ACC000794,2024-11-24 17:15:00,Credit,ATM,,6060.16,INR,ATM,458885.74,SUCCESS,ATM Withdrawal
TXN000044972,E2766885A92C4EBA,ACC000760,2024-11-24 17:53:00,Credit,Credit Card,MER0066,18381.22,INR,Credit Card,138890.31,SUCCESS,Card Payment
TXN000044973,342B6533B8124777,ACC000152,2024-11-24 18:23:00,Debit,ATM,,1336.95,USD,ATM,394941.41,SUCCESS,ATM Withdrawal
TXN000044974,EBD28A37F49241F6,ACC000091,2024-11-24 18:38:00,Credit,NEFT,,17549.19,INR,NEFT,442059.35,SUCCESS,NEFT Transfer
TXN000044975,9D866CDBEE974898,ACC000608,2024-11-24 18:48:00,Debit,Cash,,3858.75,INR,Cash,52263.67,SUCCESS,Cash Deposit
TXN000044976,D329E1F4C1F7461E,ACC000236,2024-11-24 19:07:00,Debit,ATM,,13357.16,INR,ATM,434866.54,SUCCESS,ATM Withdrawal
TXN000044977,DCB511E03C1F4052,ACC000130,2024-11-24 19:25:00,Debit,Cash,,12588.26,INR,Cash,54504.68,SUCCESS,Cash Deposit
TXN000044978,68512BD8350B4B00,ACC000577,2024-11-24 19:26:00,Debit,Debit Card,MER0008,14917.75,INR,Debit Card,56535.33,SUCCESS,POS Purchase
TXN000044979,51CE0BFD2A2E4EAE,ACC000092,2024-11-24 19:33:00,Debit,Debit Card,MER0010,13999.63,USD,Debit Card,73345.97,SUCCESS,POS Purchase
TXN000044980,38A6D7ACF0324234,ACC000395,2024-11-24 19:40:00,Debit,Cash,,3241.92,INR,Cash,168908.35,SUCCESS,Cash Deposit
TXN000044981,162B4AD2DAA546C4,ACC000094,2024-11-24 19:41:00,Debit,Mobile Banking,,15690.0,INR,Mobile Banking,89322.81,SUCCESS,Online Banking
TXN000044982,53ABCF59C2444890,ACC000300,2024-11-24 19:53:00,Credit,Credit Card,MER0074,1625.54,INR,Credit Card,54702.53,SUCCESS,Card Payment
TXN000044983,D196592C17D04D4D,ACC000702,2024-11-24 19:54:00,Credit,UPI,MER0079,24744.22,INR,UPI,27670.21,SUCCESS,UPI Payment
TXN000044984,C7D04674BBD64B2F,ACC000683,2024-11-24 19:56:00,Credit,Credit Card,MER0067,2745.59,INR,Credit Card,6507.04,FAILED,Card Payment
TXN000044985,3512A1C74BD24A0F,ACC000096,2024-11-24 19:58:00,Debit,NEFT,,3249.58,INR,NEFT,2691.88,SUCCESS,NEFT Transfer
TXN000044986,2881992CBCF04976,ACC000631,2024-11-24 20:07:00,Debit,ATM,,16343.84,INR,ATM,29005.99,SUCCESS,ATM Withdrawal
TXN000044987,9D59A95AB4154DBC,ACC000462,2024-11-24 20:16:00,Credit,NEFT,,9705.68,INR,NEFT,77341.35,SUCCESS,NEFT Transfer
TXN000044988,18419B6536994E67,ACC000407,2024-11-24 20:25:00,Debit,Debit Card,MER0005,14883.98,INR,Debit Card,258058.13,SUCCESS,POS Purchase
TXN000044989,4C0537B0C92342BD,ACC000369,2024-11-24 20:29:00,Debit,NEFT,,6318.43,INR,NEFT,261047.97,SUCCESS,NEFT Transfer
TXN000044990,AFC024671B234E55,ACC000789,2024-11-24 20:29:00,Credit,ATM,,5186.6,INR,ATM,46400.3,SUCCESS,ATM Withdrawal
TXN000044991,B92519FD96CC4DD2,ACC000231,2024-11-24 20:39:00,Debit,Cash,,799.08,INR,Cash,8924.02,SUCCESS,Cash Deposit
TXN000044992,9321B26CD2B34682,ACC000223,2024-11-24 21:09:00,Debit,Credit Card,MER0034,13026.73,INR,Credit Card,500206.25,SUCCESS,Card Payment
TXN000044993,962DEBC523AF4DBF,ACC000462,2024-11-24 21:15:00,Debit,Debit Card,MER0078,12140.32,INR,Debit Card,29005.66,SUCCESS,POS Purchase
TXN000044994,8FD4A250D3F246E3,ACC000401,2024-11-24 21:22:00,Debit,NEFT,,1685.02,INR,NEFT,303568.09,SUCCESS,NEFT Transfer
TXN000044995,039C6A1866BA43DC,ACC000504,2024-11-24 21:22:00,Credit,Mobile Banking,,2563.84,USD,Mobile Banking,129013.57,SUCCESS,Online Banking
TXN000044996,2C81F2D0154F4BE2,ACC000774,2024-11-24 21:26:00,Credit,Credit Card,MER0031,3744.49,INR,Credit Card,139085.01,SUCCESS,Card Payment
TXN000044997,1596E7514CB34CE8,ACC000633,2024-11-24 21:47:00,Debit,UPI,MER0079,2397.8,INR,UPI,346399.63,SUCCESS,UPI Payment
TXN000044998,7D09BA98F7864757,ACC000547,2024-11-24 21:52:00,Debit,Debit Card,MER0019,2102.07,INR,Debit Card,12662.09,SUCCESS,POS Purchase
TXN000044999,91DA0C663B334F24,ACC000762,2024-11-24 22:05:00,Debit,IMPS,,14290.09,INR,IMPS,437818.96,SUCCESS,IMPS Transfer
TXN000045000,AB55606C7F5042A6,ACC000230,2024-11-24 22:28:00,Debit,ATM,,9847.43,INR,ATM,190430.79,SUCCESS,ATM Withdrawal
TXN000045001,DC853CD51A5E424D,ACC000741,2024-11-24 22:28:00,Debit,Debit Card,MER0024,7921.79,INR,Debit Card,78272.22,SUCCESS,POS Purchase
TXN000045002,02E76ADA5CFC4DB3,ACC000424,2024-11-24 22:52:00,Debit,Debit Card,MER0070,9384.75,INR,Debit Card,504245.07,SUCCESS,POS Purchase
TXN000045003,E5E2D2937D2B45EE,ACC000460,2024-11-24 23:04:00,Debit,ATM,,3223.43,INR,ATM,169856.78,SUCCESS,ATM Withdrawal
TXN000045004,75389B886D944BB7,ACC000366,2024-11-24 23:07:00,Debit,Credit Card,MER0010,10077.68,INR,Credit Card,73754.46,SUCCESS,Card Payment
TXN000045005,6D6C145F5C70434B,ACC000607,2024-11-24 23:14:00,Debit,NEFT,,17491.85,INR,NEFT,460373.58,PENDING,NEFT Transfer
TXN000045006,7B19852B33DE4925,ACC000005,2024-11-24 23:23:00,Debit,UPI,MER0040,19523.84,INR,UPI,25522.42,SUCCESS,UPI Payment
TXN000045007,94A9E301222C4518,ACC000543,2024-11-24 23:31:00,Debit,Cash,,16977.17,INR,Cash,14837.39,SUCCESS,Cash Deposit
TXN000045008,E65C3072C034428A,ACC000318,2024-11-24 23:37:00,Credit,UPI,MER0001,14111.58,INR,UPI,215692.43,SUCCESS,UPI Payment
TXN000045009,40EA990637AB4B21,ACC000778,2024-11-24 23:42:00,Debit,IMPS,,6780.08,INR,IMPS,44453.99,SUCCESS,IMPS Transfer
TXN000045010,9255D0349A704092,ACC000252,2024-11-24 23:54:00,Debit,NEFT,,17352.45,INR,NEFT,552376.9,SUCCESS,NEFT Transfer
TXN000045011,E0AF717D14274A30,ACC000243,2024-11-24 23:55:00,Debit,IMPS,,16947.94,INR,IMPS,203333.76,SUCCESS,IMPS Transfer
TXN000045012,480401AC607D4F70,ACC000150,2024-11-24 23:58:00,Debit,Cash,,16044.88,INR,Cash,139230.17,SUCCESS,Cash Deposit
TXN000045013,5166B429485F4FA1,ACC000268,2024-11-25 00:21:00,Debit,IMPS,,16306.93,USD,IMPS,22676.24,PENDING,IMPS Transfer
TXN000045014,41A22A7794F94071,ACC000763,2024-11-25 00:23:00,Debit,ATM,,53.23,INR,ATM,278663.02,SUCCESS,ATM Withdrawal
TXN000045015,94579D90768144CD,ACC000052,2024-11-25 00:35:00,Debit,Cash,,14332.18,INR,Cash,8873.95,SUCCESS,Cash Deposit
TXN000045016,3B4FD869F1744155,ACC000563,2024-11-25 00:39:00,Credit,NEFT,,7904.11,INR,NEFT,149193.02,SUCCESS,NEFT Transfer
TXN000045017,550924FDF67D4E0B,ACC000627,2024-11-25 00:40:00,Credit,Debit Card,MER0057,10196.57,INR,Debit Card,28516.51,SUCCESS,POS Purchase
TXN000045018,777888755CF84E8E,ACC000588,2024-11-25 00:41:00,Debit,Credit Card,MER0010,6000.09,INR,Credit Card,66.75,SUCCESS,Card Payment
TXN000045019,A6F57A07B7454B92,ACC000036,2024-11-25 00:42:00,Debit,Debit Card,MER0068,12803.99,INR,Debit Card,363589.1,SUCCESS,POS Purchase
TXN000045020,C1E6132B755345DB,ACC000711,2024-11-25 00:42:00,Credit,Cash,,10668.48,INR,Cash,134098.78,SUCCESS,Cash Deposit
TXN000045021,C2F9A8F3373B4D89,ACC000446,2024-11-25 00:46:00,Debit,NEFT,,1155.65,INR,NEFT,392740.2,SUCCESS,NEFT Transfer
TXN000045022,D2E0CC6C6DE34FBF,ACC000208,2024-11-25 00:53:00,Debit,ATM,,5707.14,INR,ATM,207261.11,SUCCESS,ATM Withdrawal
TXN000045023,D97202EDDF3A4BBC,ACC000156,2024-11-25 01:04:00,Debit,Credit Card,MER0024,4384.03,INR,Credit Card,140966.0,SUCCESS,Card Payment
TXN000045024,1F1DE4188A7A4F9D,ACC000604,2024-11-25 01:12:00,Debit,ATM,,15509.53,INR,ATM,4952.24,SUCCESS,ATM Withdrawal
TXN000045025,939CFDAF98F14104,ACC000361,2024-11-25 01:14:00,Debit,NEFT,,16608.77,INR,NEFT,39795.71,SUCCESS,NEFT Transfer
TXN000045026,222615F7D88448B3,ACC000258,2024-11-25 01:15:00,Credit,Cash,,29536.81,USD,Cash,33856.87,SUCCESS,Cash Deposit
TXN000045027,9A87F54347704461,ACC000614,2024-11-25 01:18:00,Debit,UPI,MER0053,18090.4,INR,UPI,11688.16,SUCCESS,UPI Payment
TXN000045028,E3392EA5D35E4C94,ACC000422,2024-11-25 01:30:00,Debit,Debit Card,MER0036,19262.06,INR,Debit Card,391885.53,SUCCESS,POS Purchase
TXN000045029,AFE2BDF4CD314ECC,ACC000681,2024-11-25 01:30:00,Debit,UPI,MER0083,603.44,INR,UPI,279312.7,SUCCESS,UPI Payment
TXN000045030,00FF5E4116B7437F,ACC000796,2024-11-25 01:32:00,Debit,UPI,MER0025,8245.57,INR,UPI,362263.13,SUCCESS,UPI Payment
TXN000045031,F432B02FB81D43DD,ACC000791,2024-11-25 01:33:00,Debit,Cash,,14026.79,INR,Cash,146228.52,SUCCESS,Cash Deposit
TXN000045032,8A9615C7EA7241EC,ACC000599,2024-11-25 01:42:00,Credit,UPI,MER0028,17157.72,INR,UPI,284660.83,SUCCESS,UPI Payment
TXN000045033,142359BC124342FE,ACC000221,2024-11-25 01:46:00,Debit,IMPS,,3920.27,INR,IMPS,48979.56,SUCCESS,IMPS Transfer
TXN000045034,CE55DE6D97AC4158,ACC000395,2024-11-25 01:50:00,Debit,Cash,,14817.72,INR,Cash,303840.79,SUCCESS,Cash Deposit
TXN000045035,3EE756ED0F874D1F,ACC000634,2024-11-25 01:51:00,Debit,Credit Card,MER0038,10278.78,INR,Credit Card,611352.37,SUCCESS,Card Payment
TXN000045036,7CA4CBD118494CFD,ACC000539,2024-11-25 01:59:00,Debit,ATM,,5917.54,INR,ATM,73432.96,SUCCESS,ATM Withdrawal
TXN000045037,F9D2CF1220074314,ACC000365,2024-11-25 02:31:00,Credit,Debit Card,MER0007,3018.47,INR,Debit Card,306326.97,SUCCESS,POS Purchase
TXN000045038,61FA20CC686F43B0,ACC000602,2024-11-25 02:45:00,Credit,IMPS,,7967.94,INR,IMPS,39766.13,FAILED,IMPS Transfer
TXN000045039,B64DAA12B39F4AA1,ACC000668,2024-11-25 03:16:00,Debit,IMPS,,13947.08,INR,IMPS,168779.49,SUCCESS,IMPS Transfer
TXN000045040,2BB89485B4D44106,ACC000730,2024-11-25 03:16:00,Debit,ATM,,8981.79,INR,ATM,287178.54,SUCCESS,ATM Withdrawal
TXN000045041,5B293E2EBDFF435A,ACC000370,2024-11-25 03:26:00,Debit,IMPS,,5184.74,INR,IMPS,62107.7,SUCCESS,IMPS Transfer
TXN000045042,777C47EA64064D65,ACC000272,2024-11-25 03:38:00,Credit,Credit Card,MER0055,3662.85,INR,Credit Card,528467.51,SUCCESS,Card Payment
TXN000045043,C97AA0768B834C92,ACC000462,2024-11-25 03:40:00,Debit,Mobile Banking,,15339.66,INR,Mobile Banking,53387.43,SUCCESS,Online Banking
TXN000045044,35A5A746D3E5466A,ACC000074,2024-11-25 03:49:00,Debit,Mobile Banking,,7244.03,INR,Mobile Banking,52299.8,SUCCESS,Online Banking
TXN000045045,777F190125D648D8,ACC000757,2024-11-25 04:06:00,Debit,ATM,,6180.73,INR,ATM,40327.71,SUCCESS,ATM Withdrawal
TXN000045046,17FB72CD7DF1436C,ACC000567,2024-11-25 04:16:00,Debit,IMPS,,7399.38,INR,IMPS,203786.7,SUCCESS,IMPS Transfer
TXN000045047,2C75D1ACA96345EE,ACC000057,2024-11-25 04:23:00,Debit,IMPS,,3442.72,INR,IMPS,580375.29,SUCCESS,IMPS Transfer
TXN000045048,B8468E577BE24720,ACC000146,2024-11-25 04:51:00,Debit,Cash,,4661.77,USD,Cash,419879.05,SUCCESS,Cash Deposit
TXN000045049,990E1E375B2941A1,ACC000084,2024-11-25 04:56:00,Credit,Cash,,10569.64,INR,Cash,186662.66,SUCCESS,Cash Deposit
TXN000045050,7973645FCD3C4370,ACC000566,2024-11-25 04:56:00,Debit,UPI,MER0012,10552.43,USD,UPI,244846.95,SUCCESS,UPI Payment
TXN000045051,A1B6DF85133245F9,ACC000083,2024-11-25 04:59:00,Debit,ATM,,11610.59,INR,ATM,447725.98,SUCCESS,ATM Withdrawal
TXN000045052,0FB2A6CB67734F97,ACC000082,2024-11-25 05:10:00,Debit,Credit Card,MER0041,13520.0,INR,Credit Card,233937.51,SUCCESS,Card Payment
TXN000045053,3D64FA42B8554A92,ACC000098,2024-11-25 05:21:00,Debit,Credit Card,MER0040,17838.33,INR,Credit Card,293348.28,SUCCESS,Card Payment
TXN000045054,7D519380C3644352,ACC000657,2024-11-25 06:19:00,Debit,NEFT,,10761.02,INR,NEFT,306264.16,SUCCESS,NEFT Transfer
TXN000045055,758DD766E5F44552,ACC000326,2024-11-25 06:35:00,Credit,IMPS,,8786.73,INR,IMPS,533363.86,SUCCESS,IMPS Transfer
TXN000045056,DF0CC9441B53468C,ACC000746,2024-11-25 06:37:00,Debit,IMPS,,4160.73,INR,IMPS,244892.62,FAILED,IMPS Transfer
TXN000045057,464C7A75F49A420C,ACC000131,2024-11-25 06:47:00,Debit,Debit Card,MER0023,8117.62,INR,Debit Card,523049.34,SUCCESS,POS Purchase
TXN000045058,958ED2AC35AD4D4A,ACC000150,2024-11-25 07:08:00,Debit,Debit Card,MER0061,4922.96,INR,Debit Card,331709.13,SUCCESS,POS Purchase
TXN000045059,33DEFF692918469C,ACC000070,2024-11-25 07:18:00,Credit,Cash,,7977.02,INR,Cash,184000.76,SUCCESS,Cash Deposit
TXN000045060,CAF90B6A5FA24E88,ACC000455,2024-11-25 07:22:00,Credit,ATM,,18189.99,INR,ATM,33398.08,SUCCESS,ATM Withdrawal
TXN000045061,7A1E2F4FC29B4342,ACC000085,2024-11-25 07:44:00,Debit,Debit Card,MER0053,8929.86,INR,Debit Card,179085.46,SUCCESS,POS Purchase
TXN000045062,6DE171A025804BB2,ACC000247,2024-11-25 07:54:00,Debit,IMPS,,7503.46,INR,IMPS,426029.78,SUCCESS,IMPS Transfer
TXN000045063,8C455B6D080A4549,ACC000389,2024-11-25 07:54:00,Debit,Mobile Banking,,17712.35,INR,Mobile Banking,225312.45,SUCCESS,Online Banking
TXN000045064,90684B1EB2A4482A,ACC000427,2024-11-25 08:01:00,Debit,ATM,,8831.68,INR,ATM,224450.2,SUCCESS,ATM Withdrawal
TXN000045065,4EA1AA09E3E448D6,ACC000151,2024-11-25 08:08:00,Credit,ATM,,13021.84,INR,ATM,81696.12,SUCCESS,ATM Withdrawal
TXN000045066,5BED222D55FF4C19,ACC000284,2024-11-25 08:19:00,Debit,UPI,MER0058,7039.94,INR,UPI,17406.76,SUCCESS,UPI Payment
TXN000045067,CDE5846A3C284557,ACC000218,2024-11-25 08:21:00,Debit,Mobile Banking,,4289.76,INR,Mobile Banking,156957.17,SUCCESS,Online Banking
TXN000045068,05B61642B40E41D4,ACC000225,2024-11-25 08:36:00,Debit,ATM,,4411.11,INR,ATM,20940.35,SUCCESS,ATM Withdrawal
TXN000045069,6ABF548301644514,ACC000408,2024-11-25 08:36:00,Debit,UPI,MER0057,13597.84,INR,UPI,40244.95,SUCCESS,UPI Payment
TXN000045070,FF3290F89D784280,ACC000335,2024-11-25 08:37:00,Debit,NEFT,,5588.64,INR,NEFT,159143.42,SUCCESS,NEFT Transfer
TXN000045071,A8EE4DAC2EFC440E,ACC000511,2024-11-25 08:43:00,Debit,IMPS,,14116.86,INR,IMPS,136838.04,SUCCESS,IMPS Transfer
TXN000045072,F83E6F14F77C4B75,ACC000687,2024-11-25 08:43:00,Debit,Cash,,8383.63,INR,Cash,273328.21,SUCCESS,Cash Deposit
TXN000045073,4C9844F773B44BAD,ACC000749,2024-11-25 08:51:00,Debit,Debit Card,MER0028,9431.14,INR,Debit Card,124124.22,SUCCESS,POS Purchase
TXN000045074,86EAEF89E6A84283,ACC000796,2024-11-25 08:57:00,Credit,ATM,,3152.91,INR,ATM,197491.27,SUCCESS,ATM Withdrawal
TXN000045075,ADB96F22ED514195,ACC000124,2024-11-25 09:35:00,Debit,Credit Card,MER0045,16854.59,INR,Credit Card,108394.42,SUCCESS,Card Payment
TXN000045076,2C9A185B27484173,ACC000534,2024-11-25 09:46:00,Credit,Debit Card,MER0073,11841.43,INR,Debit Card,641087.88,SUCCESS,POS Purchase
TXN000045077,B1FBA46D82104B5E,ACC000022,2024-11-25 09:48:00,Debit,NEFT,,12791.27,INR,NEFT,132488.89,SUCCESS,NEFT Transfer
TXN000045078,55A1FFD83E2846E7,ACC000482,2024-11-25 09:48:00,Debit,Cash,,6228.55,INR,Cash,360583.75,SUCCESS,Cash Deposit
TXN000045079,B2FD569BDEB84A1A,ACC000097,2024-11-25 10:01:00,Debit,Debit Card,MER0054,16746.11,INR,Debit Card,341494.14,SUCCESS,POS Purchase
TXN000045080,52328E5828E740BF,ACC000436,2024-11-25 10:03:00,Credit,IMPS,,9203.95,INR,IMPS,94876.92,SUCCESS,IMPS Transfer
TXN000045081,721CDD7C0EBE498F,ACC000597,2024-11-25 10:07:00,Debit,Credit Card,MER0011,17188.97,INR,Credit Card,298801.77,SUCCESS,Card Payment
TXN000045082,5E1E69E1156E4E9F,ACC000366,2024-11-25 10:09:00,Debit,UPI,MER0051,12938.61,INR,UPI,101547.94,SUCCESS,UPI Payment
TXN000045083,FE2A98096BED4F48,ACC000695,2024-11-25 10:22:00,Debit,Mobile Banking,,686.47,INR,Mobile Banking,49151.86,SUCCESS,Online Banking
TXN000045084,A0AA292F84A741A9,ACC000794,2024-11-25 10:34:00,Debit,UPI,MER0006,8419.49,INR,UPI,284991.22,SUCCESS,UPI Payment
TXN000045085,6130D88F0530457D,ACC000658,2024-11-25 10:45:00,Debit,NEFT,,11890.4,INR,NEFT,520614.87,SUCCESS,NEFT Transfer
TXN000045086,A1ABE6ACAD1B4A37,ACC000773,2024-11-25 10:49:00,Credit,IMPS,,7742.24,INR,IMPS,529714.32,SUCCESS,IMPS Transfer
TXN000045087,3BD2523A7CB347F5,ACC000712,2024-11-25 10:55:00,Debit,Cash,,9876.75,INR,Cash,4032.29,SUCCESS,Cash Deposit
TXN000045088,8EC8F1AE78344516,ACC000795,2024-11-25 11:04:00,Debit,UPI,MER0011,602.42,INR,UPI,29923.54,SUCCESS,UPI Payment
TXN000045089,ED82E93CF62348FF,ACC000687,2024-11-25 11:05:00,Debit,Credit Card,MER0061,14453.78,INR,Credit Card,292948.29,SUCCESS,Card Payment
TXN000045090,E2153A07DE024156,ACC000230,2024-11-25 11:31:00,Debit,Credit Card,MER0070,14317.11,INR,Credit Card,5133.89,SUCCESS,Card Payment
TXN000045091,6655CDDD7AFA4603,ACC000436,2024-11-25 11:35:00,Debit,NEFT,,10079.23,INR,NEFT,329508.42,FAILED,NEFT Transfer
TXN000045092,83ED9FB2234B4ABB,ACC000140,2024-11-25 11:37:00,Debit,Cash,,7058.73,USD,Cash,125432.11,SUCCESS,Cash Deposit
TXN000045093,809DA3D9899341DD,ACC000543,2024-11-25 11:51:00,Debit,IMPS,,14021.29,INR,IMPS,14450.72,SUCCESS,IMPS Transfer
TXN000045094,B8BD41537907478A,ACC000375,2024-11-25 11:56:00,Credit,UPI,MER0051,1309.4,INR,UPI,409806.87,SUCCESS,UPI Payment
TXN000045095,6BBFF45F6E1C43C6,ACC000624,2024-11-25 12:27:00,Debit,Debit Card,MER0043,2191.18,INR,Debit Card,181773.44,SUCCESS,POS Purchase
TXN000045096,DED8334CCA7E48B3,ACC000682,2024-11-25 12:27:00,Debit,Mobile Banking,,1221.73,INR,Mobile Banking,419917.56,SUCCESS,Online Banking
TXN000045097,20CFCC78E7A44094,ACC000372,2024-11-25 12:29:00,Debit,Credit Card,MER0043,3519.07,INR,Credit Card,318443.08,SUCCESS,Card Payment
TXN000045098,9C69DB83F64F4D52,ACC000271,2024-11-25 12:32:00,Debit,Cash,,8955.92,USD,Cash,172214.77,SUCCESS,Cash Deposit
TXN000045099,6612829D6BED4518,ACC000691,2024-11-25 12:34:00,Debit,Mobile Banking,,7297.73,INR,Mobile Banking,127237.22,SUCCESS,Online Banking
TXN000045100,3947D28083F7414B,ACC000141,2024-11-25 12:48:00,Debit,Cash,,1205.21,INR,Cash,258910.99,SUCCESS,Cash Deposit
TXN000045101,CE172786861741D5,ACC000209,2024-11-25 12:56:00,Debit,Credit Card,MER0008,15966.07,INR,Credit Card,168724.43,SUCCESS,Card Payment
TXN000045102,3BDF1DE818AB4323,ACC000506,2024-11-25 12:56:00,Credit,UPI,MER0068,19071.02,INR,UPI,307446.32,FAILED,UPI Payment
TXN000045103,576AD0BE4651474D,ACC000300,2024-11-25 13:06:00,Credit,Cash,,36067.05,INR,Cash,45494.76,SUCCESS,Cash Deposit
TXN000045104,D166C19176874D2E,ACC000745,2024-11-25 13:18:00,Debit,Mobile Banking,,3998.47,INR,Mobile Banking,175271.92,SUCCESS,Online Banking
TXN000045105,DAC25FF0484E4474,ACC000465,2024-11-25 13:34:00,Debit,NEFT,,10084.83,INR,NEFT,490368.47,SUCCESS,NEFT Transfer
TXN000045106,9694C48B342C4775,ACC000575,2024-11-25 14:02:00,Debit,ATM,,14736.92,INR,ATM,256746.97,SUCCESS,ATM Withdrawal
TXN000045107,8CB2460D45ED4E9D,ACC000592,2024-11-25 14:02:00,Debit,Debit Card,MER0014,12360.61,INR,Debit Card,223966.46,SUCCESS,POS Purchase
TXN000045108,71E4751261744F33,ACC000064,2024-11-25 14:08:00,Debit,Credit Card,MER0022,8525.36,INR,Credit Card,449624.32,SUCCESS,Card Payment
TXN000045109,B92A2E158A974B35,ACC000029,2024-11-25 14:28:00,Debit,NEFT,,1708.27,INR,NEFT,503304.4,PENDING,NEFT Transfer
TXN000045110,29E93FE4ABC14F68,ACC000093,2024-11-25 14:46:00,Debit,UPI,MER0060,15269.06,INR,UPI,392687.43,SUCCESS,UPI Payment
TXN000045111,DB9547EE8CAD4A15,ACC000073,2024-11-25 14:54:00,Credit,Credit Card,MER0017,12817.11,INR,Credit Card,69041.37,SUCCESS,Card Payment
TXN000045112,5D8DFC018F4C4228,ACC000677,2024-11-25 15:15:00,Credit,NEFT,,37295.76,INR,NEFT,52719.87,SUCCESS,NEFT Transfer
TXN000045113,D9F0F2C49DC1445B,ACC000324,2024-11-25 15:26:00,Debit,NEFT,,13567.55,INR,NEFT,541775.54,SUCCESS,NEFT Transfer
TXN000045114,D5CB3EC2953A4650,ACC000791,2024-11-25 15:32:00,Credit,IMPS,,8304.33,INR,IMPS,206029.6,SUCCESS,IMPS Transfer
TXN000045115,4B0A2A57340C40DF,ACC000579,2024-11-25 15:38:00,Debit,IMPS,,10246.4,INR,IMPS,218308.03,SUCCESS,IMPS Transfer
TXN000045116,FE5D5B43C9AC4E74,ACC000020,2024-11-25 15:44:00,Debit,Cash,,12721.03,INR,Cash,227775.47,SUCCESS,Cash Deposit
TXN000045117,D0CD60184D6449C7,ACC000231,2024-11-25 15:49:00,Debit,Credit Card,MER0082,15066.25,INR,Credit Card,92405.46,SUCCESS,Card Payment
TXN000045118,5EA5D51531784142,ACC000762,2024-11-25 15:57:00,Debit,Cash,,14902.05,INR,Cash,377838.08,SUCCESS,Cash Deposit
TXN000045119,776F4B04266B4404,ACC000167,2024-11-25 16:01:00,Credit,ATM,,10400.96,INR,ATM,240470.32,SUCCESS,ATM Withdrawal
TXN000045120,ECEB03615D5B422E,ACC000424,2024-11-25 16:27:00,Debit,ATM,,13710.04,INR,ATM,550208.45,SUCCESS,ATM Withdrawal
TXN000045121,7E1664D22F0B43A6,ACC000293,2024-11-25 16:32:00,Credit,UPI,MER0047,13691.54,INR,UPI,95893.6,SUCCESS,UPI Payment
TXN000045122,1C1F059314D44971,ACC000512,2024-11-25 16:35:00,Debit,Credit Card,MER0066,18470.23,INR,Credit Card,59888.99,SUCCESS,Card Payment
